unit_index,layer,channel,description
1977,visual_transformer_resblocks_3,441,The ground
1978,visual_transformer_resblocks_3,442,Faces of things
1979,visual_transformer_resblocks_3,443,Words
1980,visual_transformer_resblocks_3,444,The ground
1981,visual_transformer_resblocks_3,445,Round objects
1982,visual_transformer_resblocks_3,446,Black and white objects
1983,visual_transformer_resblocks_3,447,Edges
1984,visual_transformer_resblocks_3,448,Rounded edges in pictures
1985,visual_transformer_resblocks_3,449,Faces of human beings
1986,visual_transformer_resblocks_3,450,Faces of human beings
1987,visual_transformer_resblocks_3,451,Sign boards with text in it
1988,visual_transformer_resblocks_3,452,The ground
1989,visual_transformer_resblocks_3,453,Red and white objects
1990,visual_transformer_resblocks_3,454,The ground
1991,visual_transformer_resblocks_3,455,Red telephone booths
1992,visual_transformer_resblocks_3,456,Black and white colored objects
1993,visual_transformer_resblocks_3,457,Circular objects
1994,visual_transformer_resblocks_3,458,Green colored objects
1995,visual_transformer_resblocks_3,459,Rounded edges in pictures
1996,visual_transformer_resblocks_3,460,The left side of the object
1997,visual_transformer_resblocks_3,461,Black and white colored objects
1998,visual_transformer_resblocks_3,462,Circular objects
1999,visual_transformer_resblocks_3,463,Red colored objects
2000,visual_transformer_resblocks_3,464,Animals and circular objects
2001,visual_transformer_resblocks_3,465,Text
2002,visual_transformer_resblocks_3,466,Circular objects
2003,visual_transformer_resblocks_3,467,Red and white colored objects
2004,visual_transformer_resblocks_3,468,Dog ears
2005,visual_transformer_resblocks_3,469,Red and white objects
2006,visual_transformer_resblocks_3,470,The sky
2007,visual_transformer_resblocks_3,471,Tree branches without leaves
2008,visual_transformer_resblocks_3,472,Brown colored objects
2009,visual_transformer_resblocks_3,473,People
2010,visual_transformer_resblocks_3,474,Rounded edges in pictures
2011,visual_transformer_resblocks_3,475,Faces of human beings
2012,visual_transformer_resblocks_3,476,Circular objects
2013,visual_transformer_resblocks_3,477,Rounded edges in pictures
2014,visual_transformer_resblocks_3,478,Green colored objects
2015,visual_transformer_resblocks_3,479,Circular objects
2016,visual_transformer_resblocks_3,480,Red and white objects
2017,visual_transformer_resblocks_3,481,Green colored objects
2018,visual_transformer_resblocks_3,482,Animals and people
2019,visual_transformer_resblocks_3,483,Circular objects
2020,visual_transformer_resblocks_3,484,Numbers and letters
2021,visual_transformer_resblocks_3,485,Circular objects
2022,visual_transformer_resblocks_3,486,Circular objects
2023,visual_transformer_resblocks_3,487,Words
2024,visual_transformer_resblocks_3,488,Faces of human beings
2025,visual_transformer_resblocks_3,489,Green colored objects
2026,visual_transformer_resblocks_3,490,The sky and white backgrounds
2027,visual_transformer_resblocks_3,491,Rounded edges in pictures
2028,visual_transformer_resblocks_3,492,Circular objects
2029,visual_transformer_resblocks_3,493,The left side of the object
2030,visual_transformer_resblocks_3,494,Faces of human beings
2031,visual_transformer_resblocks_3,495,Words
2032,visual_transformer_resblocks_3,496,Faces of human beings
2033,visual_transformer_resblocks_3,497,Black and white colored objects
2034,visual_transformer_resblocks_3,498,Black and white colored objects
2035,visual_transformer_resblocks_3,499,Cylindrical objects
2036,visual_transformer_resblocks_3,500,Circular objects
2037,visual_transformer_resblocks_3,501,Faces
2038,visual_transformer_resblocks_3,502,Blue skies
2039,visual_transformer_resblocks_3,503,The ground
2040,visual_transformer_resblocks_3,504,The ground
2041,visual_transformer_resblocks_3,505,Trees
2042,visual_transformer_resblocks_3,506,Brown colored objects
2043,visual_transformer_resblocks_3,507,Dog ears
2044,visual_transformer_resblocks_3,508,Faces of things
2045,visual_transformer_resblocks_3,509,Faces
2046,visual_transformer_resblocks_3,510,Rounded edges in pictures
2047,visual_transformer_resblocks_3,511,Circular objects
2048,visual_transformer_resblocks_3,512,People 's heads
2049,visual_transformer_resblocks_3,513,Faces of human beings
2050,visual_transformer_resblocks_3,514,Circular objects
2051,visual_transformer_resblocks_3,515,Numbers and letters
2052,visual_transformer_resblocks_3,516,Words
2053,visual_transformer_resblocks_3,517,The left side of the object
2054,visual_transformer_resblocks_3,518,Faces
2055,visual_transformer_resblocks_3,519,Circular objects
2056,visual_transformer_resblocks_3,520,The ground
2057,visual_transformer_resblocks_3,521,Green colored objects
2058,visual_transformer_resblocks_3,522,Black and white objects
2059,visual_transformer_resblocks_3,523,Rounded edges in pictures
2060,visual_transformer_resblocks_3,524,Faces of human beings
2061,visual_transformer_resblocks_3,525,Circular objects
2062,visual_transformer_resblocks_3,526,Rounded objects
2063,visual_transformer_resblocks_3,527,Round objects
2064,visual_transformer_resblocks_3,528,Red and yellow objects
2065,visual_transformer_resblocks_3,529,Faces of people
2066,visual_transformer_resblocks_3,530,Circular objects
2067,visual_transformer_resblocks_3,531,Black and white colored objects
2068,visual_transformer_resblocks_3,532,Circular objects
2069,visual_transformer_resblocks_3,533,Black and white colored objects
2070,visual_transformer_resblocks_3,534,Sharks
2071,visual_transformer_resblocks_3,535,Black and white colored objects
2072,visual_transformer_resblocks_3,536,Green colored objects
2073,visual_transformer_resblocks_3,537,The background
2074,visual_transformer_resblocks_3,538,Dogs and other objects
2075,visual_transformer_resblocks_3,539,Perforated objects
2076,visual_transformer_resblocks_3,540,Green colored objects
2077,visual_transformer_resblocks_3,541,Black and white color combination
2078,visual_transformer_resblocks_3,542,Airplanes
2079,visual_transformer_resblocks_3,543,Green colored objects
2080,visual_transformer_resblocks_3,544,Green colored objects
2081,visual_transformer_resblocks_3,545,Faces of human beings
2082,visual_transformer_resblocks_3,546,The bottom of circles
2083,visual_transformer_resblocks_3,547,Circular objects
2084,visual_transformer_resblocks_3,548,Red objects
2085,visual_transformer_resblocks_3,549,The left side of the object
2086,visual_transformer_resblocks_3,550,Circular objects
2087,visual_transformer_resblocks_3,551,The left side of the object
2088,visual_transformer_resblocks_3,552,Dogs
2089,visual_transformer_resblocks_3,553,Faces of human beings
2090,visual_transformer_resblocks_3,554,Brown colored objects
2091,visual_transformer_resblocks_3,555,The background
2092,visual_transformer_resblocks_3,556,The left side of the object
2093,visual_transformer_resblocks_3,557,The background
2094,visual_transformer_resblocks_3,558,Black and white colored objects
2095,visual_transformer_resblocks_3,559,Rounded edges in pictures
2096,visual_transformer_resblocks_3,560,Circular objects
2097,visual_transformer_resblocks_3,561,Words
2098,visual_transformer_resblocks_3,562,Edges
2099,visual_transformer_resblocks_3,563,Faces of human beings
2100,visual_transformer_resblocks_3,564,Green colored objects
2101,visual_transformer_resblocks_3,565,Rounded edges in pictures
2102,visual_transformer_resblocks_3,566,Black and white colored objects
2103,visual_transformer_resblocks_3,567,Arches and circles
2104,visual_transformer_resblocks_3,568,Red and white colored objects
2105,visual_transformer_resblocks_3,569,Red and white colored objects
2106,visual_transformer_resblocks_3,570,Black and white colored objects
2107,visual_transformer_resblocks_3,571,Blue skies
2108,visual_transformer_resblocks_3,572,The ground
2109,visual_transformer_resblocks_3,573,Signs
2110,visual_transformer_resblocks_3,574,Green grass
2111,visual_transformer_resblocks_3,575,"Person, animal"
2112,visual_transformer_resblocks_3,576,Black and white colored objects
2113,visual_transformer_resblocks_3,577,Red and yellow objects
2114,visual_transformer_resblocks_3,578,The background
2115,visual_transformer_resblocks_3,579,People
2116,visual_transformer_resblocks_3,580,Faces of human beings
2117,visual_transformer_resblocks_3,581,Circular objects
2118,visual_transformer_resblocks_3,582,Black and white colored objects
2119,visual_transformer_resblocks_3,583,Circular objects
2120,visual_transformer_resblocks_3,584,The left side of people
2121,visual_transformer_resblocks_3,585,Circular objects
2122,visual_transformer_resblocks_3,586,Orange and red objects
2123,visual_transformer_resblocks_3,587,Green colored objects
2124,visual_transformer_resblocks_3,588,Circular objects
2125,visual_transformer_resblocks_3,589,Faces
2126,visual_transformer_resblocks_3,590,Signs
2127,visual_transformer_resblocks_3,591,Green colored objects
2128,visual_transformer_resblocks_3,592,Circular objects
2129,visual_transformer_resblocks_3,593,Numbers and letters
2130,visual_transformer_resblocks_3,594,Vertical lines
2131,visual_transformer_resblocks_3,595,Dog heads
2132,visual_transformer_resblocks_3,596,Faces of human beings
2133,visual_transformer_resblocks_3,597,Circular objects
2134,visual_transformer_resblocks_3,598,Faces of human beings
2135,visual_transformer_resblocks_3,599,Faces of human beings
2136,visual_transformer_resblocks_3,600,Yellow objects
2137,visual_transformer_resblocks_3,601,White borders from objects
2138,visual_transformer_resblocks_3,602,Black and white colored objects
2139,visual_transformer_resblocks_3,603,Rounded edges in pictures
2140,visual_transformer_resblocks_3,604,Horizontal lines
2141,visual_transformer_resblocks_3,605,Circular objects
2142,visual_transformer_resblocks_3,606,Red colored object with text
2143,visual_transformer_resblocks_3,607,Red and white colored objects
2144,visual_transformer_resblocks_3,608,Circular objects
2145,visual_transformer_resblocks_3,609,Green colored objects
2146,visual_transformer_resblocks_3,610,Rounded edges in pictures
2147,visual_transformer_resblocks_3,611,Black and white colored objects
2148,visual_transformer_resblocks_3,612,Circular objects
2149,visual_transformer_resblocks_3,613,Green colored objects
2150,visual_transformer_resblocks_3,614,Black and white colored objects
2151,visual_transformer_resblocks_3,615,The area above a object
2152,visual_transformer_resblocks_3,616,Brown colored objects
2153,visual_transformer_resblocks_3,617,Dogs
2154,visual_transformer_resblocks_3,618,Black and white colored objects
2155,visual_transformer_resblocks_3,619,Circular objects
2156,visual_transformer_resblocks_3,620,The left side of a object
2157,visual_transformer_resblocks_3,621,People 's faces
2158,visual_transformer_resblocks_3,622,Words and letters
2159,visual_transformer_resblocks_3,623,Black and white colored objects
2160,visual_transformer_resblocks_3,624,Green colored objects
2161,visual_transformer_resblocks_3,625,Faces of human beings
2162,visual_transformer_resblocks_3,626,Sign boards with text in it
2163,visual_transformer_resblocks_3,627,Red and white objects
2164,visual_transformer_resblocks_3,628,Words
2165,visual_transformer_resblocks_3,629,Faces of human beings
2166,visual_transformer_resblocks_3,630,The left side of the object
2167,visual_transformer_resblocks_3,631,The left side of the object
2168,visual_transformer_resblocks_3,632,Circular objects
2169,visual_transformer_resblocks_3,633,Rounded edges in pictures
2170,visual_transformer_resblocks_3,634,Faces
2171,visual_transformer_resblocks_3,635,The ground
2172,visual_transformer_resblocks_3,636,Circular objects
2173,visual_transformer_resblocks_3,637,Circular objects
2174,visual_transformer_resblocks_3,638,Green colored objects
2175,visual_transformer_resblocks_3,639,Circular objects
2176,visual_transformer_resblocks_3,640,Words
2177,visual_transformer_resblocks_3,641,Rounded objects
2178,visual_transformer_resblocks_3,642,Vertical lines
2179,visual_transformer_resblocks_3,643,The sky
2180,visual_transformer_resblocks_3,644,Circular objects
2181,visual_transformer_resblocks_3,645,Horizontal lines
2182,visual_transformer_resblocks_3,646,Brown colored objects
2183,visual_transformer_resblocks_3,647,Rounded edges in pictures
2184,visual_transformer_resblocks_3,648,Faces of human beings
2185,visual_transformer_resblocks_3,649,White areas in pictures
2186,visual_transformer_resblocks_3,650,Vertical lines
2187,visual_transformer_resblocks_3,651,The ground
2188,visual_transformer_resblocks_3,652,Green colored objects
2189,visual_transformer_resblocks_3,653,Faces
2190,visual_transformer_resblocks_3,654,Black and white objects
2191,visual_transformer_resblocks_3,655,Faces of human beings
2192,visual_transformer_resblocks_3,656,Faces
2193,visual_transformer_resblocks_3,657,Red and white colored objects
2194,visual_transformer_resblocks_3,658,Words
2195,visual_transformer_resblocks_3,659,Circular objects
2196,visual_transformer_resblocks_3,660,Dogs
2197,visual_transformer_resblocks_3,661,People 's heads
2198,visual_transformer_resblocks_3,662,Faces
2199,visual_transformer_resblocks_3,663,Circular objects
2200,visual_transformer_resblocks_3,664,Textured areas
2201,visual_transformer_resblocks_3,665,Cylindrical objects
2202,visual_transformer_resblocks_3,666,The background
2203,visual_transformer_resblocks_3,667,People and animals
2204,visual_transformer_resblocks_3,668,Black and white colored objects
2205,visual_transformer_resblocks_3,669,Red and white colored objects
2206,visual_transformer_resblocks_3,670,Faces
2207,visual_transformer_resblocks_3,671,Written text
2208,visual_transformer_resblocks_3,672,The sky and walls
2209,visual_transformer_resblocks_3,673,Black and white colored objects
2210,visual_transformer_resblocks_3,674,The bottom of circles
2211,visual_transformer_resblocks_3,675,Circular objects
2212,visual_transformer_resblocks_3,676,Rounded edges in pictures
2213,visual_transformer_resblocks_3,677,Words
2214,visual_transformer_resblocks_3,678,The background
2215,visual_transformer_resblocks_3,679,Blue skies and white walls
2216,visual_transformer_resblocks_3,680,No noticeable pattern
2217,visual_transformer_resblocks_3,681,Cubed objects
2218,visual_transformer_resblocks_3,682,Rounded edges in pictures
2219,visual_transformer_resblocks_3,683,Circular objects
2220,visual_transformer_resblocks_3,684,Brown colored objects
2221,visual_transformer_resblocks_3,685,Rounded edges in pictures
2222,visual_transformer_resblocks_3,686,Black and white colored objects
2223,visual_transformer_resblocks_3,687,Circular objects
2224,visual_transformer_resblocks_3,688,Circular objects
2225,visual_transformer_resblocks_3,689,Round objects
2226,visual_transformer_resblocks_3,690,Green colored objects
2227,visual_transformer_resblocks_3,691,The left side of the object
2228,visual_transformer_resblocks_3,692,Faces of human beings
2229,visual_transformer_resblocks_3,693,Black and white colored objects
2230,visual_transformer_resblocks_3,694,Diagonal lines
2231,visual_transformer_resblocks_3,695,Rounded edges in pictures
2232,visual_transformer_resblocks_3,696,"People, structure, grass, animal"
2233,visual_transformer_resblocks_3,697,Rounded edges in pictures
2234,visual_transformer_resblocks_3,698,People and bikes
2235,visual_transformer_resblocks_3,699,The ground
2236,visual_transformer_resblocks_3,700,Black and white colored objects
2237,visual_transformer_resblocks_3,701,Faces of human beings
2238,visual_transformer_resblocks_3,702,Circular objects
2239,visual_transformer_resblocks_3,703,Written text
2240,visual_transformer_resblocks_3,704,Circular objects
2241,visual_transformer_resblocks_3,705,Diagonal lines
2242,visual_transformer_resblocks_3,706,Faces of human beings
2243,visual_transformer_resblocks_3,707,The ground
2244,visual_transformer_resblocks_3,708,Words
2245,visual_transformer_resblocks_3,709,Edges of objects
2246,visual_transformer_resblocks_3,710,Edges of objects
2247,visual_transformer_resblocks_3,711,Words
2248,visual_transformer_resblocks_3,712,Sign boards with text in it
2249,visual_transformer_resblocks_3,713,The ground
2250,visual_transformer_resblocks_3,714,Rounded edges in pictures
2251,visual_transformer_resblocks_3,715,Circular objects
2252,visual_transformer_resblocks_3,716,Arches
2253,visual_transformer_resblocks_3,717,Black and white colored objects
2254,visual_transformer_resblocks_3,718,Faces
2255,visual_transformer_resblocks_3,719,Faces of human beings
2256,visual_transformer_resblocks_3,720,The ground
2257,visual_transformer_resblocks_3,721,Circular objects
2258,visual_transformer_resblocks_3,722,Circular objects
2259,visual_transformer_resblocks_3,723,Red and white colored objects
2260,visual_transformer_resblocks_3,724,Rounded edges in pictures
2261,visual_transformer_resblocks_3,725,Faces of human beings
2262,visual_transformer_resblocks_3,726,Black and white colored objects
2263,visual_transformer_resblocks_3,727,Circular objects
2264,visual_transformer_resblocks_3,728,Brown colored objects
2265,visual_transformer_resblocks_3,729,Faces of human beings
2266,visual_transformer_resblocks_3,730,Red and white colored objects
2267,visual_transformer_resblocks_3,731,Circular objects
2268,visual_transformer_resblocks_3,732,Green colored objects
2269,visual_transformer_resblocks_3,733,Brown colored objects
2270,visual_transformer_resblocks_3,734,Faces of human beings
2271,visual_transformer_resblocks_3,735,White colored objects
2272,visual_transformer_resblocks_3,736,Black and white colored objects
2273,visual_transformer_resblocks_3,737,Circular objects
2274,visual_transformer_resblocks_3,738,Blue and red objects
2275,visual_transformer_resblocks_3,739,The ground
2276,visual_transformer_resblocks_3,740,Black and white colored objects
2277,visual_transformer_resblocks_3,741,Black and white colored objects
2278,visual_transformer_resblocks_3,742,Circular objects
2279,visual_transformer_resblocks_3,743,Words
2280,visual_transformer_resblocks_3,744,Red and white colored objects
2281,visual_transformer_resblocks_3,745,Rounded edges in pictures
2282,visual_transformer_resblocks_3,746,Circular objects
2283,visual_transformer_resblocks_3,747,Faces of human beings
2284,visual_transformer_resblocks_3,748,Circular objects
2285,visual_transformer_resblocks_3,749,Faces of things
2286,visual_transformer_resblocks_3,750,Black and white colored objects
2287,visual_transformer_resblocks_3,751,Green colored objects
2288,visual_transformer_resblocks_3,752,Black and white colored objects
2289,visual_transformer_resblocks_3,753,Circular objects
2290,visual_transformer_resblocks_3,754,Sign boards with text in it
2291,visual_transformer_resblocks_3,755,Circular objects
2292,visual_transformer_resblocks_3,756,Brown colored objects
2293,visual_transformer_resblocks_3,757,Black and white colored objects
2294,visual_transformer_resblocks_3,758,Green colored objects
2295,visual_transformer_resblocks_3,759,Black and white colored objects
2296,visual_transformer_resblocks_3,760,Circular objects
2297,visual_transformer_resblocks_3,761,Faces
2298,visual_transformer_resblocks_3,762,White objects
2299,visual_transformer_resblocks_3,763,Dogs and other animals
2300,visual_transformer_resblocks_3,764,"Person, animal"
2301,visual_transformer_resblocks_3,765,Red objects
2302,visual_transformer_resblocks_3,766,Red and white colored objects
2303,visual_transformer_resblocks_3,767,Circular objects
2304,visual_transformer_resblocks_6,0,The tops of buildings
2305,visual_transformer_resblocks_6,1,Circular objects
2306,visual_transformer_resblocks_6,2,Faces of human beings
2307,visual_transformer_resblocks_6,3,Circular objects
2308,visual_transformer_resblocks_6,4,The sky
2309,visual_transformer_resblocks_6,5,The ground
2310,visual_transformer_resblocks_6,6,Circular objects
2311,visual_transformer_resblocks_6,7,Dog heads
2312,visual_transformer_resblocks_6,8,Square objects
2313,visual_transformer_resblocks_6,9,Red and white colored objects
2314,visual_transformer_resblocks_6,10,Blurry natural backgrounds
2315,visual_transformer_resblocks_6,11,Black and white colored objects
2316,visual_transformer_resblocks_6,12,Round objects
2317,visual_transformer_resblocks_6,13,The tops of objects
2318,visual_transformer_resblocks_6,14,Circular objects
2319,visual_transformer_resblocks_6,15,The sky and grass
2320,visual_transformer_resblocks_6,16,The ground
2321,visual_transformer_resblocks_6,17,The ground
2322,visual_transformer_resblocks_6,18,White colored objects
2323,visual_transformer_resblocks_6,19,Green colored objects
2324,visual_transformer_resblocks_6,20,Nature
2325,visual_transformer_resblocks_6,21,Green colored objects
2326,visual_transformer_resblocks_6,22,Arches
2327,visual_transformer_resblocks_6,23,Faces of human beings
2328,visual_transformer_resblocks_6,24,Vehicles
2329,visual_transformer_resblocks_6,25,Green colored objects
2330,visual_transformer_resblocks_6,26,Circular objects
2331,visual_transformer_resblocks_6,27,Arches
2332,visual_transformer_resblocks_6,28,Signage and signs
2333,visual_transformer_resblocks_6,29,Green grass
2334,visual_transformer_resblocks_6,30,The ground
2335,visual_transformer_resblocks_6,31,Red and white colored objects
2336,visual_transformer_resblocks_6,32,Hands of humans
2337,visual_transformer_resblocks_6,33,Cars and planes
2338,visual_transformer_resblocks_6,34,Sunsets and the sky
2339,visual_transformer_resblocks_6,35,Faces of human beings
2340,visual_transformer_resblocks_6,36,Diagonal lines
2341,visual_transformer_resblocks_6,37,The bottom of the object
2342,visual_transformer_resblocks_6,38,Red and white colored objects
2343,visual_transformer_resblocks_6,39,The sky
2344,visual_transformer_resblocks_6,40,The ground
2345,visual_transformer_resblocks_6,41,The tops of buildings
2346,visual_transformer_resblocks_6,42,Edges of objects
2347,visual_transformer_resblocks_6,43,Rounded edges in pictures
2348,visual_transformer_resblocks_6,44,"People, structure, grass"
2349,visual_transformer_resblocks_6,45,The ground
2350,visual_transformer_resblocks_6,46,Dogs
2351,visual_transformer_resblocks_6,47,Black and white colored objects
2352,visual_transformer_resblocks_6,48,Circular objects
2353,visual_transformer_resblocks_6,49,The background
2354,visual_transformer_resblocks_6,50,Faces
2355,visual_transformer_resblocks_6,51,Dog noses
2356,visual_transformer_resblocks_6,52,Faces of human beings
2357,visual_transformer_resblocks_6,53,Red and white objects
2358,visual_transformer_resblocks_6,54,Grass
2359,visual_transformer_resblocks_6,55,The sky and trees
2360,visual_transformer_resblocks_6,56,The ground
2361,visual_transformer_resblocks_6,57,Babies and white objects
2362,visual_transformer_resblocks_6,58,Landscapes
2363,visual_transformer_resblocks_6,59,The sky
2364,visual_transformer_resblocks_6,60,The ground
2365,visual_transformer_resblocks_6,61,Nature
2366,visual_transformer_resblocks_6,62,The left side of the object
2367,visual_transformer_resblocks_6,63,Black and white colored objects
2368,visual_transformer_resblocks_6,64,Circular objects
2369,visual_transformer_resblocks_6,65,Green colored objects
2370,visual_transformer_resblocks_6,66,Legs of people and animals
2371,visual_transformer_resblocks_6,67,The sky
2372,visual_transformer_resblocks_6,68,People
2373,visual_transformer_resblocks_6,69,The ground
2374,visual_transformer_resblocks_6,70,Rounded objects
2375,visual_transformer_resblocks_6,71,Green colored objects
2376,visual_transformer_resblocks_6,72,Faces of human beings
2377,visual_transformer_resblocks_6,73,Black and white colored objects
2378,visual_transformer_resblocks_6,74,The ground
2379,visual_transformer_resblocks_6,75,Hats
2380,visual_transformer_resblocks_6,76,The tops of buildings
2381,visual_transformer_resblocks_6,77,Faces of human beings
2382,visual_transformer_resblocks_6,78,Black and white colored objects
2383,visual_transformer_resblocks_6,79,The sky
2384,visual_transformer_resblocks_6,80,Black and white colored objects
2385,visual_transformer_resblocks_6,81,White objects
2386,visual_transformer_resblocks_6,82,Arches
2387,visual_transformer_resblocks_6,83,People
2388,visual_transformer_resblocks_6,84,Faces of human beings
2389,visual_transformer_resblocks_6,85,The left side of people
2390,visual_transformer_resblocks_6,86,The ground
2391,visual_transformer_resblocks_6,87,Red and white colored objects
2392,visual_transformer_resblocks_6,88,Red and white colored objects
2393,visual_transformer_resblocks_6,89,Dog heads
2394,visual_transformer_resblocks_6,90,The top of a building
2395,visual_transformer_resblocks_6,91,Black and white colored objects
2396,visual_transformer_resblocks_6,92,Faces of human beings
2397,visual_transformer_resblocks_6,93,Circular objects
2398,visual_transformer_resblocks_6,94,The tops of buildings
2399,visual_transformer_resblocks_6,95,"Person, animal"
2400,visual_transformer_resblocks_6,96,Brown colored objects
2401,visual_transformer_resblocks_6,97,Red and white colored objects
2402,visual_transformer_resblocks_6,98,Circular objects
2403,visual_transformer_resblocks_6,99,Circular objects
2404,visual_transformer_resblocks_6,100,Black and white objects
2405,visual_transformer_resblocks_6,101,Black and white colored objects
2406,visual_transformer_resblocks_6,102,Circular objects
2407,visual_transformer_resblocks_6,103,The sky
2408,visual_transformer_resblocks_6,104,Flowers and balls
2409,visual_transformer_resblocks_6,105,Animals and people
2410,visual_transformer_resblocks_6,106,The tops of buildings
2411,visual_transformer_resblocks_6,107,Animal
2412,visual_transformer_resblocks_6,108,The tops of circular objects
2413,visual_transformer_resblocks_6,109,The tops of buildings
2414,visual_transformer_resblocks_6,110,The ground
2415,visual_transformer_resblocks_6,111,Dogs and vehicles
2416,visual_transformer_resblocks_6,112,People
2417,visual_transformer_resblocks_6,113,Circular objects
2418,visual_transformer_resblocks_6,114,Faces of people
2419,visual_transformer_resblocks_6,115,Faces of human beings
2420,visual_transformer_resblocks_6,116,Blurry backgrounds
2421,visual_transformer_resblocks_6,117,The sky
2422,visual_transformer_resblocks_6,118,The tops of buildings
2423,visual_transformer_resblocks_6,119,Round objects
2424,visual_transformer_resblocks_6,120,The left side of a object
2425,visual_transformer_resblocks_6,121,Green colored objects
2426,visual_transformer_resblocks_6,122,The sky and trees
2427,visual_transformer_resblocks_6,123,Arches
2428,visual_transformer_resblocks_6,124,Red and white colored objects
2429,visual_transformer_resblocks_6,125,Circular objects
2430,visual_transformer_resblocks_6,126,Red and white objects
2431,visual_transformer_resblocks_6,127,Faces
2432,visual_transformer_resblocks_6,128,People eating cake
2433,visual_transformer_resblocks_6,129,The ground
2434,visual_transformer_resblocks_6,130,People
2435,visual_transformer_resblocks_6,131,Stripes
2436,visual_transformer_resblocks_6,132,Blue colored objects
2437,visual_transformer_resblocks_6,133,Old buildings
2438,visual_transformer_resblocks_6,134,Diagonal lines
2439,visual_transformer_resblocks_6,135,Red and orange objects
2440,visual_transformer_resblocks_6,136,The tops of buildings
2441,visual_transformer_resblocks_6,137,Green colored objects
2442,visual_transformer_resblocks_6,138,Red and white colored objects
2443,visual_transformer_resblocks_6,139,The tops of objects
2444,visual_transformer_resblocks_6,140,Faces of human beings
2445,visual_transformer_resblocks_6,141,Circular objects
2446,visual_transformer_resblocks_6,142,Black and white colored objects
2447,visual_transformer_resblocks_6,143,Trees
2448,visual_transformer_resblocks_6,144,Brown colored objects
2449,visual_transformer_resblocks_6,145,Blue skies and dogs
2450,visual_transformer_resblocks_6,146,The sky
2451,visual_transformer_resblocks_6,147,Landscapes
2452,visual_transformer_resblocks_6,148,Arches
2453,visual_transformer_resblocks_6,149,The ground
2454,visual_transformer_resblocks_6,150,Rounded edges in pictures
2455,visual_transformer_resblocks_6,151,The ground
2456,visual_transformer_resblocks_6,152,Dog faces
2457,visual_transformer_resblocks_6,153,Circular objects
2458,visual_transformer_resblocks_6,154,Circular objects
2459,visual_transformer_resblocks_6,155,Dog heads
2460,visual_transformer_resblocks_6,156,Circular objects
2461,visual_transformer_resblocks_6,157,Pink colored objects
2462,visual_transformer_resblocks_6,158,Black and white colored objects
2463,visual_transformer_resblocks_6,159,Nature
2464,visual_transformer_resblocks_6,160,The bottom of the wheels
2465,visual_transformer_resblocks_6,161,Dog heads
2466,visual_transformer_resblocks_6,162,The sky
2467,visual_transformer_resblocks_6,163,The ground
2468,visual_transformer_resblocks_6,164,The top of a building
2469,visual_transformer_resblocks_6,165,Red and white colored objects
2470,visual_transformer_resblocks_6,166,The ground
2471,visual_transformer_resblocks_6,167,The sky
2472,visual_transformer_resblocks_6,168,People
2473,visual_transformer_resblocks_6,169,Dogs and vehicles
2474,visual_transformer_resblocks_6,170,Pink colored objects
2475,visual_transformer_resblocks_6,171,The tops of buildings
2476,visual_transformer_resblocks_6,172,Faces of human beings
2477,visual_transformer_resblocks_6,173,The ground
2478,visual_transformer_resblocks_6,174,Faces of human beings
2479,visual_transformer_resblocks_6,175,Edges of objects
2480,visual_transformer_resblocks_6,176,The ground
2481,visual_transformer_resblocks_6,177,Circular objects
2482,visual_transformer_resblocks_6,178,Numbers and letters
2483,visual_transformer_resblocks_6,179,Round objects
2484,visual_transformer_resblocks_6,180,Green grass
2485,visual_transformer_resblocks_6,181,Red and white colored objects
2486,visual_transformer_resblocks_6,182,Faces of people
2487,visual_transformer_resblocks_6,183,Water
2488,visual_transformer_resblocks_6,184,Vehicles
2489,visual_transformer_resblocks_6,185,Edges of objects
2490,visual_transformer_resblocks_6,186,Faces of human beings
2491,visual_transformer_resblocks_6,187,The ground
2492,visual_transformer_resblocks_6,188,Circular objects
2493,visual_transformer_resblocks_6,189,Wheels
2494,visual_transformer_resblocks_6,190,Diagonal lines
2495,visual_transformer_resblocks_6,191,Faces of people
2496,visual_transformer_resblocks_6,192,The ground
2497,visual_transformer_resblocks_6,193,People and trees
2498,visual_transformer_resblocks_6,194,Red and white colored objects
2499,visual_transformer_resblocks_6,195,Rounded objects
2500,visual_transformer_resblocks_6,196,Faces
2501,visual_transformer_resblocks_6,197,Blue objects
2502,visual_transformer_resblocks_6,198,Faces of human beings
2503,visual_transformer_resblocks_6,199,The ground
2504,visual_transformer_resblocks_6,200,Rounded objects
2505,visual_transformer_resblocks_6,201,Red and white objects
2506,visual_transformer_resblocks_6,202,Round objects
2507,visual_transformer_resblocks_6,203,Dog heads
2508,visual_transformer_resblocks_6,204,Rounded edges in pictures
2509,visual_transformer_resblocks_6,205,The background
2510,visual_transformer_resblocks_6,206,The ground
2511,visual_transformer_resblocks_6,207,Circular objects
2512,visual_transformer_resblocks_6,208,Faces of human beings
2513,visual_transformer_resblocks_6,209,Trees
2514,visual_transformer_resblocks_6,210,The ground
2515,visual_transformer_resblocks_6,211,Round objects
2516,visual_transformer_resblocks_6,212,Dogs
2517,visual_transformer_resblocks_6,213,"The sky, water, and trees"
2518,visual_transformer_resblocks_6,214,"The sky, water, and furniture"
2519,visual_transformer_resblocks_6,215,Brown colored objects
